rank	source_id	year	doi	title	venue	type
21	10.1109/powercon58120.2023.10331583	2023	10.1109/powercon58120.2023.10331583	Short-Term Load Forecastiong Based on Residual Graph Convolutional Neural Network	2023 International Conference on Power System Technology (PowerCon)	proceedings-article
22	10.1016/j.jsc.2010.09.009	2011	10.1016/j.jsc.2010.09.009	Symbolic graphs for attributed graph constraints	Journal of Symbolic Computation	journal-article
23	10.18653/v1/2024.textgraphs-1.14	2024	10.18653/v1/2024.textgraphs-1.14	Skoltech at TextGraphs-17 Shared Task: Finding GPT-4 Prompting Strategies for Multiple Choice Questions	Proceedings of TextGraphs-17: Graph-based Methods for Natural Language Processing	proceedings-article
24	10.31274/etd-180810-3900	None	10.31274/etd-180810-3900	Graph determined symbolic dynamics and hybrid systems		dissertation
25	10.4135/9781412979306.n259	2010	10.4135/9781412979306.n259	Symbolic Interactionism	Encyclopedia of Identity	reference-entry
26	10.1057/9781137480071.0006	None	10.1057/9781137480071.0006	School Choice and the Natural Science Program	School Choice, Ethnic Divisions, and Symbolic Boundaries	book-chapter
27	10.4324/9781315599816-5	2016	10.4324/9781315599816-5	Establishing a Shared Identity: The Role of the Healing of Memories and of Narrative	Peace and Reconciliation	book-chapter
28	10.2307/j.ctv62hgz2.18	None	10.2307/j.ctv62hgz2.18	THE LIMITS OF SYMBOLIC IDENTITY	When Culture Becomes Politics	book-chapter
29	10.1057/9781137480071.0004	None	10.1057/9781137480071.0004	Introduction	School Choice, Ethnic Divisions, and Symbolic Boundaries	book-chapter
30	10.1101/2020.09.19.20197772	2020	10.1101/2020.09.19.20197772	Shared residual risk of childhood undernutrition indicators in Malawi. An application of shared spatial component model		posted-content
31	10.1525/si.1991.14.4.415	1991	10.1525/si.1991.14.4.415	Suspended Identity: Identity Transformation in a Maximum Security Prison	Symbolic Interaction	journal-article
32	10.1002/symb.169	2015	10.1002/symb.169	Identity Dramas	Symbolic Interaction	journal-article
33	10.1002/symb.514	2021	10.1002/symb.514	Negotiating Medical Authority: Shared Decision‐Making in the ICU	Symbolic Interaction	journal-article
34	10.5949/liverpool/9781846311185.003.0012	2008	10.5949/liverpool/9781846311185.003.0012	Symbolic Violence	Identity, Belonging and Migration	book-chapter
35	10.4324/9780203300084_chapter_3	None	10.4324/9780203300084_chapter_3	Theorizing narrative identity	Organization and Identity	book-chapter
36	10.1525/si.2003.26.3.381	2003	10.1525/si.2003.26.3.381	Displacement and Identity Discontinuity: The Role of Nostalgia in Establishing New Identity Categories	Symbolic Interaction	journal-article
37	10.2139/ssrn.5339887	2025	10.2139/ssrn.5339887	Shared Residual Liability for Frontier AI Firms		posted-content
38	10.1016/j.trd.2024.104221	2024	10.1016/j.trd.2024.104221	Short-term and long-term impacts of shared autonomous vehicle choice behavior	Transportation Research Part D: Transport and Environment	journal-article
39	10.5040/9781350023031.ch-001	None	10.5040/9781350023031.ch-001	Introduction	Language, Identity and Symbolic Culture	book-chapter
40	10.1057/9781137480071.0008	None	10.1057/9781137480071.0008	Concluding Remarks	School Choice, Ethnic Divisions, and Symbolic Boundaries	book-chapter
41	10.5040/9781350023031-006	None	10.5040/9781350023031-006	Contributors	Language, Identity and Symbolic Culture	book-chapter
42	10.1057/9781137480071.0005	None	10.1057/9781137480071.0005	The Study	School Choice, Ethnic Divisions, and Symbolic Boundaries	book-chapter
43	10.4324/9781315876658-10	2013	10.4324/9781315876658-10	Religious Identity and Consumption	Consuming Symbolic Goods	book-chapter
44	10.2139/ssrn.5812340	2025	10.2139/ssrn.5812340	The Cognitive Architecture of Symbolic Identity: Structuring Coherence in Human–AI Identity Systems		posted-content
45	10.5040/9781350023031	2018	10.5040/9781350023031	Language, Identity and Symbolic Culture		monograph
46	10.1007/978-3-031-72008-6_2	2025	10.1007/978-3-031-72008-6_2	Preliminaries on Knowledge Graph and Symbolic Logic	Synthesis Lectures on Data, Semantics, and Knowledge	book-chapter
47	10.1002/symb.3	2012	10.1002/symb.3	Subcultural Identity Work in Social Movements: Barriers to Collective Identity Changes and Overcoming Them	Symbolic Interaction	journal-article
48	10.5771/9781461636205	2000	10.5771/9781461636205	Pedagogy, Symbolic Control, and Identity		monograph
49	10.4324/9781315876658-12	2013	10.4324/9781315876658-12	Are Unpreferred Preferences Weak in Symbolic Content?	Consuming Symbolic Goods	book-chapter
50	10.1002/symb.419	2020	10.1002/symb.419	Bullying as Identity	Symbolic Interaction	journal-article
51	10.1002/symb.271	2017	10.1002/symb.271	Looking Forward, Looking Back: Collective Memory and Neighborhood Identity in Two Urban Parks	Symbolic Interaction	journal-article
52	10.1109/tevc.2026.3698776/mm1	None	10.1109/tevc.2026.3698776/mm1	Symbolic Regression with Physics-Informed Residual and Structural Sensitivity Pruning_supp1-3698776.pdf		component
53	10.67522/cengg.02	2026	10.67522/cengg.02	National Identity, Civic Pride and Shared National Purpose		monograph
54	10.31234/osf.io/njksg_v1	2026	10.31234/osf.io/njksg_v1	Shared Human Symbolic Cognition Across Time and Culture		posted-content
55	10.1007/978-3-030-41231-9_1	2020	10.1007/978-3-030-41231-9_1	Structural Symbolic Interaction and Identity Theory: The Indiana School and Beyond	Identity and Symbolic Interaction	book-chapter
56	10.5040/9781350579750.ch-009	2026	10.5040/9781350579750.ch-009	The Lamp of Wisdom: Similes and Shared Symbolic Spatiality in Western India (Fifteenth and Sixteenth century)	Hindu, Muslim, &amp; the Dynamics of Identity in South Asia	other
57	10.1093/oso/9780199546275.003.0023	2009	10.1093/oso/9780199546275.003.0023	Medical-legal aspects of evidence-based choice and shared decision-making	Shared Decision-Making in Health Care	book-chapter
58	10.5040/9781350023031.ch-003	None	10.5040/9781350023031.ch-003	Discourse Formation	Language, Identity and Symbolic Culture	book-chapter
59	10.1145/3018787.3018795	2017	10.1145/3018787.3018795	Ligra: A Lightweight Graph Processing Framework for Shared Memory	Shared-Memory Parallelism Can Be Simple, Fast, and Scalable	book-chapter
60	10.1093/oso/9780199546275.003.0001	2009	10.1093/oso/9780199546275.003.0001	Shared decision-making in health care: Achieving evidence-based patient choice	Shared Decision-Making in Health Care	book-chapter
61	10.1002/symb.70061	2026	10.1002/symb.70061	Identity Entanglement: Rethinking Marginality through the Intersectional, Liminal, and Antithetical	Symbolic Interaction	journal-article
62	10.5220/0010652500003063	2021	10.5220/0010652500003063	Relaxed Dissimilarity-based Symbolic Histogram Variants for Granular Graph Embedding	Proceedings of the 13th International Joint Conference on Computational Intelligence	proceedings-article
63	10.2307/j.ctv16758p6.9	2014	10.2307/j.ctv16758p6.9	APRO-CHOICE MORAL FRAMEWORK	Pro-Life, Pro-Choice	book-chapter
64	10.1006/jsco.1996.0032	1996	10.1006/jsco.1996.0032	Shared Memory Implementation of the Gamma-Operation	Journal of Symbolic Computation	journal-article
65	10.1525/si.1996.19.1.1	1996	10.1525/si.1996.19.1.1	Role Transitions, Objects, and Identity	Symbolic Interaction	journal-article
66	10.1016/j.jsc.2013.09.003	2014	10.1016/j.jsc.2013.09.003	Practical graph isomorphism, II	Journal of Symbolic Computation	journal-article
67	10.1006/jsco.1997.0118	1997	10.1006/jsco.1997.0118	Computing the Newtonian Graph	Journal of Symbolic Computation	journal-article
68	10.4135/9781446250839.n23	None	10.4135/9781446250839.n23	Narrating Shared Identity	Heritage, Memory &amp; Identity	book-chapter
69	10.1016/s0747-7171(08)80151-4	1991	10.1016/s0747-7171(08)80151-4	A methodology for detecting shared variable dependencies in logic programs	Journal of Symbolic Computation	journal-article
70	10.4324/9780203105337.ch27	None	10.4324/9780203105337.ch27	Shared Possessions/Shared Self	The Routledge Companion to Identity and Consumption	book-chapter
71	10.1016/j.jsc.2013.06.002	2013	10.1016/j.jsc.2013.06.002	The Graph Isomorphism Problem and approximate categories	Journal of Symbolic Computation	journal-article
72	10.1016/j.jsc.2015.11.009	2016	10.1016/j.jsc.2015.11.009	Logspace computations in graph products	Journal of Symbolic Computation	journal-article
73	10.4324/9781315876658-13	2013	10.4324/9781315876658-13	The Gift Paradox: Complex Selves and Symbolic Good	Consuming Symbolic Goods	book-chapter
74	10.1007/978-3-030-41231-9_14	2020	10.1007/978-3-030-41231-9_14	Structural Symbolic Interaction and Identity Theory: Current Achievements and Challenges for the Future	Identity and Symbolic Interaction	book-chapter
75	10.1093/acprof:oso/9780199565191.003.0005	2012	10.1093/acprof:oso/9780199565191.003.0005	Parenthood and Public Identity: Symbolic Parents	Parenting in England 1760-1830Emotion, Identity, and Generation	book-chapter
76	10.1093/oso/9780199546275.003.0009	2009	10.1093/oso/9780199546275.003.0009	Ethical issues around evidence-based patient choice and shared decision-making	Shared Decision-Making in Health Care	book-chapter
77	10.5860/choice.49-7181	2012	10.5860/choice.49-7181	Shared responsibility, shared risk: government, markets, and social policy in the twenty-first century	Choice Reviews Online	journal-article
78	10.1525/si.2005.28.2.183	2005	10.1525/si.2005.28.2.183	Midwives, Marginality, and Public Identity Work	Symbolic Interaction	journal-article
79	10.1002/symb.678	2024	10.1002/symb.678	A Neglected Aspect of Identity Change	Symbolic Interaction	journal-article
80	10.1525/si.1993.16.4.395	1993	10.1525/si.1993.16.4.395	Identity Crisis and Postcommunist Psychology	Symbolic Interaction	journal-article
81	10.5040/9781350023031.ch-005	None	10.5040/9781350023031.ch-005	Youth Identities: Media Discourse in the Formation of Youth Identity	Language, Identity and Symbolic Culture	book-chapter
82	10.1109/access.2023.3300232	2023	10.1109/access.2023.3300232	Spatio-Temporal Residual Graph Convolutional Network for Short-Term Traffic Flow Prediction	IEEE Access	journal-article
83	10.1108/s0163-239620240000059007	2024	10.1108/s0163-239620240000059007	The Grammar of Identity	Studies in Symbolic Interaction	book-chapter
84	10.1207/s1532706xid0502_5	2005	10.1207/s1532706xid0502_5	Symbolic Interactionist Reflections on Erikson, Identity, and Postmodernism	Identity	journal-article
85	10.2307/j.ctv16758p6.8	2014	10.2307/j.ctv16758p6.8	PRO-CHOICE, NOT PRO-ABORTION:	Pro-Life, Pro-Choice	book-chapter
86	10.1016/j.jsc.2024.102376	2025	10.1016/j.jsc.2024.102376	Graph sequence learning for premise selection	Journal of Symbolic Computation	journal-article
87	10.4324/9781410602213-12	2002	10.4324/9781410602213-12	Operant Choice	The Symbolic Foundations of Conditioned Behavior	book-chapter
88	10.70675/71d28c80z0772z4822zb94ez15ad4d8024dd	None	10.70675/71d28c80z0772z4822zb94ez15ad4d8024dd	Neural-Symbolic Integration of knowledge extraction and reasoning on graph-structured data		dissertation
89	10.4324/9781315876658-6	2013	10.4324/9781315876658-6	Lauding the Leisure Class: Symbolic Content and Conspicuous Consumption	Consuming Symbolic Goods	book-chapter
90	10.1108/s0163-2396(2010)0000035004	2010	10.1108/s0163-2396(2010)0000035004	Introduction: Music and identity	Studies in Symbolic Interaction	book-chapter
91	10.2986/tren.031-0140	None	10.2986/tren.031-0140	Social Creativity In 1 Peter: Symbolic Universe And Identity Construction		dissertation
92	10.1525/si.1983.6.2.183	1983	10.1525/si.1983.6.2.183	Identity: Its Emergence within Sociological Psychology*	Symbolic Interaction	journal-article
93	10.1093/bib/bbad122	2023	10.1093/bib/bbad122	AGAT-PPIS: a novel protein–protein interaction site predictor based on augmented graph attention network with initial residual and identity mapping	Briefings in Bioinformatics	journal-article
94	10.4324/9780203002261-10	2005	10.4324/9780203002261-10	Shared meanings and why myths matter: the power of the symbolic	Dilemmas of Leadership	book-chapter
95	10.5860/choice.47-2319	2009	10.5860/choice.47-2319	Identity before identity politics	Choice Reviews Online	journal-article
96	10.5040/9780755610334.ch-001	2010	10.5040/9780755610334.ch-001	The Television Documentary and the Representation of National Identity and Shared Memory	The Arab–Israeli Conflict in the Media	book-chapter
97	10.1002/9781118663936.fmatter	2013	10.1002/9781118663936.fmatter	Front Matter	Residual Currents and Long-Term Transport	book-chapter
98	10.1525/si.2001.24.2.217	2001	10.1525/si.2001.24.2.217	A Differentiated Model of Role Identity Acquisition	Symbolic Interaction	journal-article
99	10.1057/9781137480071	2015	10.1057/9781137480071	School Choice, Ethnic Divisions, and Symbolic Boundaries		book
100	10.1007/978-3-030-41231-9_5	2020	10.1007/978-3-030-41231-9_5	Competing Identity Standards and Managing Identity Verification	Identity and Symbolic Interaction	book-chapter
