rank	source_id	year	doi	title	venue	type
27	10.1007/s101070100252	2002	10.1007/s101070100252	On the rate of convergence of sequential quadratic programming with nondifferentiable exact penalty function in the presence of constraint degeneracy	Mathematical Programming	journal-article
28	10.1007/bf02023102	1993	10.1007/bf02023102	Resolving degeneracy in quadratic programming	Annals of Operations Research	journal-article
29	10.1007/978-1-4615-6103-3_4	1997	10.1007/978-1-4615-6103-3_4	Linear Programming 2: Degeneracy Graphs	International Series in Operations Research &amp; Management Science	book-chapter
30	10.1109/ieem.2013.6962382	2013	10.1109/ieem.2013.6962382	Efficiency improvement in explicit enumeration for integer programming problems	2013 IEEE International Conference on Industrial Engineering and Engineering Management	proceedings-article
31	10.1007/bf01585762	1995	10.1007/bf01585762	Resolving degeneracy in combinatorial linear programs: Steepest edge, steepest ascent, and parametric ascent	Mathematical Programming	journal-article
32	10.1080/02331937608842333	1976	10.1080/02331937608842333	Stability in convex quadratic parametric programming	Optimization	journal-article
33	10.1201/9781315120881-7	2017	10.1201/9781315120881-7	General QP and Parametric QP Algorithms	Quadratic Programming with Computer Programs	book-chapter
34	10.1016/b978-008044613-4.50056-2	2006	10.1016/b978-008044613-4.50056-2	Feasible Mode Enumeration and Cost Comparison for Explicit Quadratic Model Predictive Control of Hybrid Systems	Analysis and Design of Hybrid Systems 2006	book-chapter
35	10.1515/9783110871203.309	None	10.1515/9783110871203.309	Chapter eight Sensitivity analysis with respect to the elements of the technological matrix A	Postoptimal Analyses, Parametric Programming, and Related Topics	book-chapter
36	10.1007/978-94-009-7941-3_17	1983	10.1007/978-94-009-7941-3_17	Parametric Methods In Quadratic Programming	Matrices and Simplex Algorithms	book-chapter
37	10.1515/9783110871203.209	None	10.1515/9783110871203.209	Chapter five Sensitivity analysis with respect to c Changing cost coefficients without basis exchange	Postoptimal Analyses, Parametric Programming, and Related Topics	book-chapter
38	10.1109/wmwa.2009.8	2009	10.1109/wmwa.2009.8	Parametric Pivoting Algorithm for Parametric Quadratic Programming Problem	2009 Second Pacific-Asia Conference on Web Mining and Web-based Application	proceedings-article
39	10.1007/bf01585694	1992	10.1007/bf01585694	Applications of parametric programming and eigenvalue maximization to the quadratic assignment problem	Mathematical Programming	journal-article
40	10.1007/bfb0121208	1984	10.1007/bfb0121208	Stability of mixed-integer quadratic programming problems	Mathematical Programming Studies	book-chapter
41	10.1002/9783527631216.ch1	2007	10.1002/9783527631216.ch1	Multiparametric Linear and Quadratic Programming	Multi‐Parametric Programming	other
42	10.3182/20060607-3-it-3902.00057	2006	10.3182/20060607-3-it-3902.00057	FEASIBLE MODE ENUMERATION AND COST COMPARISON FOR EXPLICIT QUADRATIC MODEL PREDICTIVE CONTROL OF HYBRID SYSTEMS	IFAC Proceedings Volumes	journal-article
43	10.1515/9783110871203.81	None	10.1515/9783110871203.81	Chapter three Sensitivity analysis with respect to b Changing the right hand side without basis-exchange	Postoptimal Analyses, Parametric Programming, and Related Topics	book-chapter
44	10.1016/j.automatica.2026.113179	2026	10.1016/j.automatica.2026.113179	Exact feedforward neural network representations of multi-parametric quadratic programs with applications to explicit MPC	Automatica	journal-article
45	10.1287/mnsc.26.3.282	1980	10.1287/mnsc.26.3.282	An Implicit Enumeration Algorithm for Quadratic Integer Programming	Management Science	journal-article
46	10.1007/0-306-48332-7_134	2001	10.1007/0-306-48332-7_134	Optimization with equilibrium constraints: A piecewise SQP approach; Sequential quadratic programming: Interior point methods for distributed optimal control problems; Successive quadratic programming; Successive quadratic programming: Applications in distillation systems; Successive quadratic programming: Applications in the process industry; Successive quadratic programming: Decomposition methods; Successive quadratic programming: Full space methods; Successive quadratic programming: Solution by active sets and interior point methodsOptimization with equilibrium constraints: A piecewise SQP approach; Sequential quadratic programming: Interior point methods for distributed optimal control problems; Successive quadratic programming; Successive quadratic programming: Applications in distillation systems; Successive quadratic programming: Applications in the process industry; Successive quadratic programming: Decomposition methods; Successive quadratic programming: Full space methods; Successive quadratic programming: Solution by active sets and interior point methodsFEASIBLE SEQUENTIAL QUADRATIC PROGRAMMING	Encyclopedia of Optimization	book-chapter
47	10.1007/s10107-025-02261-w	2025	10.1007/s10107-025-02261-w	Verification of first-order methods for parametric quadratic optimization	Mathematical Programming	journal-article
48	10.1109/.2001.980975	None	10.1109/.2001.980975	Suboptimal explicit MPC via approximate multiparametric quadratic programming	Proceedings of the 40th IEEE Conference on Decision and Control (Cat. No.01CH37228)	proceedings-article
49	10.1007/s10107-024-02173-1	2024	10.1007/s10107-024-02173-1	Explicit convex hull description of bivariate quadratic sets with indicator variables	Mathematical Programming	journal-article
50	10.2307/1909944	1966	10.2307/1909944	A Simplex-Type Algorithm for Linear and Quadratic Programming--A Parametric Procedure	Econometrica	journal-article
51	10.1002/9783527631216.ch4	2007	10.1002/9783527631216.ch4	Multiparametric Mixed‐Integer Quadratic and Nonlinear Programming	Multi‐Parametric Programming	other
52	10.1109/cdc56724.2024.10886132	2024	10.1109/cdc56724.2024.10886132	A High-Performant Multi-Parametric Quadratic Programming Solver	2024 IEEE 63rd Conference on Decision and Control (CDC)	proceedings-article
53	10.1080/02331887608801291	1976	10.1080/02331887608801291	Stability in convex quadratic parametric programming	Mathematische Operationsforschung und Statistik	journal-article
54	10.1016/0041-5553(75)90203-7	1975	10.1016/0041-5553(75)90203-7	A parametric method in problems of quadratic programming with a degenerate quadratic form	USSR Computational Mathematics and Mathematical Physics	journal-article
55	10.1007/s12597-011-0038-1	2011	10.1007/s12597-011-0038-1	Enumeration technique for solving multi-objective quadratic set-covering problem using goal programming	OPSEARCH	journal-article
56	10.3390/en14175539	2021	10.3390/en14175539	Multi-Parameter Quadratic Programming Explicit Model Predictive Based Real Time Turboshaft Engine Control	Energies	journal-article
57	10.1109/cdc.2001.980975	None	10.1109/cdc.2001.980975	Suboptimal explicit MPC via approximate multiparametric quadratic programming	Proceedings of the 40th IEEE Conference on Decision and Control (Cat. No.01CH37228)	proceedings-article
58	10.1007/978-3-642-99789-1_5	1996	10.1007/978-3-642-99789-1_5	An Algorithm for the Solution of the Parametric Quadratic Programming Problem	Applied Mathematics and Parallel Computing	book-chapter
59	10.1007/978-1-4842-0316-3_2	2014	10.1007/978-1-4842-0316-3_2	Two-Dimensional Graphics. Statistics Graphics and Curves in Explicit, Parametric and Polar Coordinates	MATLAB Graphical Programming	book-chapter
60	10.1016/b978-813120376-7/50014-2	2006	10.1016/b978-813120376-7/50014-2	Degeneracy in linear programming	Mathematical Programming	book-chapter
61	10.1287/mnsc.8.1.85	1961	10.1287/mnsc.8.1.85	Notes on Quadratic Programming: The Kuhn-Tucker and Theil-Van De Panne Conditions, Degeneracy, and Equality Constraints	Management Science	journal-article
62	10.1016/j.scico.2013.07.016	2015	10.1016/j.scico.2013.07.016	Implementing type-safe software product lines using parametric traits	Science of Computer Programming	journal-article
63	10.4028/www.scientific.net/amr.591-593.21	2012	10.4028/www.scientific.net/amr.591-593.21	Frictional Contact Problem Study on Compressor by a Parametric Quadratic Programming Method	Advanced Materials Research	journal-article
64	10.1109/cdc.2002.1184260	None	10.1109/cdc.2002.1184260	On multi-parametric nonlinear programming and explicit nonlinear model predictive control	Proceedings of the 41st IEEE Conference on Decision and Control, 2002.	proceedings-article
65	10.1007/bf02218448	1983	10.1007/bf02218448	On degeneracy in enumeration	BIT	journal-article
66	10.1080/10556789508805596	1994	10.1080/10556789508805596	Multiple branching in parametric quadratic programming	Optimization Methods and Software	journal-article
67	10.1016/j.automatica.2013.02.022	2013	10.1016/j.automatica.2013.02.022	An improved algorithm for combinatorial multi-parametric quadratic programming	Automatica	journal-article
68	10.2514/6.1993-1388	1993	10.2514/6.1993-1388	A PARAMETRIC QUADRATIC PROGRAMMING METHOD FOR DYNAMIC CONTACT PROBLEMS WITH FRICTION	34th Structures, Structural Dynamics and Materials Conference	proceedings-article
69	10.1016/j.automatica.2011.05.001	2011	10.1016/j.automatica.2011.05.001	Explicit/multi-parametric model predictive control (MPC) of linear discrete-time systems by dynamic and multi-parametric programming	Automatica	journal-article
70	10.5784/6-1-478	2003	10.5784/6-1-478	Degeneracy problems in mathematical programming and degeneracy graphs	ORiON	journal-article
71	10.1016/s1474-6670(17)31921-3	2004	10.1016/s1474-6670(17)31921-3	A Fast Suboptimal Multi Parametric Quadratic Programming Algorithm for Predictive Control	IFAC Proceedings Volumes	journal-article
72	10.1201/9781315120881-4	2017	10.1201/9781315120881-4	Quadratic Programming Theory	Quadratic Programming with Computer Programs	book-chapter
73	10.1109/tac.2009.2014916	2009	10.1109/tac.2009.2014916	Distributed Multi-Parametric Quadratic Programming	IEEE Transactions on Automatic Control	journal-article
74	10.11648/j.ajam.20251305.14	2025	10.11648/j.ajam.20251305.14	Explicit Construction of a Parametric Family of Elliptic Curves of Rank 4 via a Quadratic Extension	American Journal of Applied Mathematics	journal-article
75	10.1201/9781315120881-9	2017	10.1201/9781315120881-9	Nonconvex Quadratic Programming	Quadratic Programming with Computer Programs	book-chapter
76	10.1002/nav.3800190116	1972	10.1002/nav.3800190116	Quadratic as parametric linear programming	Naval Research Logistics Quarterly	journal-article
77	10.1109/cso.2012.62	2012	10.1109/cso.2012.62	On Some Properties of Parametric Quadratic Programs Pertaining to Continuous-time Quadratic Fractional Programming	2012 Fifth International Joint Conference on Computational Sciences and Optimization	proceedings-article
78	10.1016/j.automatica.2023.111279	2023	10.1016/j.automatica.2023.111279	Dealing with infeasibility in multi-parametric programming for application to explicit model predictive control	Automatica	journal-article
79	10.1016/j.patcog.2021.107941	2021	10.1016/j.patcog.2021.107941	A kernel path algorithm for general parametric quadratic programming problem	Pattern Recognition	journal-article
80	10.1007/978-94-009-3655-3_65	1987	10.1007/978-94-009-3655-3_65	Quadratic Programming with Parametric Vector in Plasticity and Geomechanics	Transient/Dynamic Analysis and Constitutive Laws for Engineering Materials	book-chapter
81	10.1007/bf02015571	1991	10.1007/bf02015571	Parametric quadratic programming method for viscoplasticity	Applied Mathematics and Mechanics	journal-article
82	10.1007/s12532-014-0071-1	2014	10.1007/s12532-014-0071-1	qpOASES: a parametric active-set algorithm for quadratic programming	Mathematical Programming Computation	journal-article
83	10.1016/0045-7949(88)90122-8	1988	10.1016/0045-7949(88)90122-8	Parametric variational principles and their quadratic programming solutions in plasticity	Computers &amp; Structures	journal-article
84	10.1007/978-3-030-54621-2_753-1	2023	10.1007/978-3-030-54621-2_753-1	Multi-parametric Linear and Quadratic Programming	Encyclopedia of Optimization	book-chapter
85	10.1109/ecc.2016.7810273	2016	10.1109/ecc.2016.7810273	Further results on the exploration of combinatorial tree in multi-parametric quadratic programming	2016 European Control Conference (ECC)	proceedings-article
86	10.1007/springerreference_6039	None	10.1007/springerreference_6039	Quadratic programming	SpringerReference	reference-entry
87	10.1007/s10107-025-02222-3	2025	10.1007/s10107-025-02222-3	A parametric approach for solving convex quadratic optimization with indicators over trees	Mathematical Programming	journal-article
88	10.1016/0045-7949(89)90066-7	1989	10.1016/0045-7949(89)90066-7	A parametric quadratic programming approach to elastic contact problems with friction	Computers &amp; Structures	journal-article
89	10.1007/0-387-24278-3_1	None	10.1007/0-387-24278-3_1	Quadratic Programming Problems	Nonconvex Optimization and Its Applications	book-chapter
90	10.1007/0-306-48332-7_144	2001	10.1007/0-306-48332-7_144	Bilevel fractional programming; Combinatorial matrix analysis; Combinatorial optimization algorithms in resource allocation problem; Combinatorial optimization games; Complexity classes in optimization; Complexity of degeneracy; Complexity of gradients, Jacobians, and Hessians; Complexity theory; Complexity theory: Quadratic programming; Computational complexity theory; Evolutionary algorithms in combinatorial optimization; Fractional programming; Information-based complexity and information-based optimization; Kolmogorov complexity; Mixed integer nonlinear programming; Multi-objective combinatorial optimization; Neural networks for combinatorial optimization; NP-complete problems and proof methodology; Parallel computing: Complexity classes; Quadratic fractional programming: Dinkelbach method; Replicator dynamics in combinatorial optimizationBilevel fractional programming; Combinatorial matrix analysis; Combinatorial optimization algorithms in resource allocation problems; Combinatorial optimization games; Complexity classes in optimization; Complexity of degeneracy; Complexity of gradients, Jacobians, and Hessians; Complexity theory; Complexity theory: Quadratic programming; Computational complexity theory; Evolutionary algorithms in combinatorial optimization; Fractional programming; Information-based complexity and information-based optimization; Kolmogorov complexity; Mixed integer nonlinear programming; Multi-objective combinatorial optimization; NP-complete problems and proof methodology; Parallel computing: Complexity classes; Quadratic fractional programming: Dinkelbach method; Replicator dynamics in combinatorial optimization; Stochastic integer programsFRACTIONAL COMBINATORIAL OPTIMIZATION	Encyclopedia of Optimization	book-chapter
91	10.1007/s10589-014-9696-2	2014	10.1007/s10589-014-9696-2	Sequential quadratic programming methods for parametric nonlinear optimization	Computational Optimization and Applications	journal-article
92	10.1017/s0263574720000387	2021	10.1017/s0263574720000387	Efficient and Safe Motion Planning for Quadrotors Based on Unconstrained Quadratic Programming	Robotica	journal-article
93	10.1007/springerreference_22591	None	10.1007/springerreference_22591	quadratic programming	SpringerReference	reference-entry
94	10.1093/imaman/4.4.343	1992	10.1093/imaman/4.4.343	Parametric linear programming techniques for the indefnite quadratic programming problem	IMA Journal of Management Mathematics	journal-article
95	10.7249/rm2995	1962	10.7249/rm2995	A Technique for Resolving Degeneracy in Linear Programming: Notes on Linear Programming and Recent Extensions--Part 61		edited-book
96	10.1007/bf01200069	1985	10.1007/bf01200069	Design of structures using parametric quadratic programming	Engineering with Computers	journal-article
97	10.1109/mper.1982.5519975	1982	10.1109/mper.1982.5519975	Economic Dispatch with Network Security Constraints Using Parametric Quadratic Programming	IEEE Power Engineering Review	journal-article
98	10.1109/acc.2002.1024888	None	10.1109/acc.2002.1024888	The explicit control law for hybrid systems via parametric programming	Proceedings of the 2002 American Control Conference (IEEE Cat. No.CH37301)	proceedings-article
99	10.1007/0-306-48332-7_431	2001	10.1007/0-306-48332-7_431	αBB algorithm; Concave programming; D.C. programming; Quadratic knapsack. Quadratic programming with bound constraints; Reverse convex optimization Standard quadratic optimization problems: Theory REVERSE CONVEX OPTIMIZATION	Encyclopedia of Optimization	book-chapter
100	10.1109/cdc.2012.6426418	2012	10.1109/cdc.2012.6426418	Combinatorial multi-parametric quadratic programming with saturation matrix based pruning	2012 IEEE 51st IEEE Conference on Decision and Control (CDC)	proceedings-article
