rank	source_id	year	doi	title	venue	type
38	10.1109/issrew.2015.7392060	2015	10.1109/issrew.2015.7392060	Efficient reachability graph development for qualitive analysis of state/event fault trees	2015 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW)	proceedings-article
39	10.1007/978-94-015-8937-6_4	1997	10.1007/978-94-015-8937-6_4	Graph homomorphisms: structure and symmetry	Graph Symmetry	book-chapter
40	10.1016/j.padiff.2023.100553	2023	10.1016/j.padiff.2023.100553	Corrigendum to “A generalized dispersive water waves system: Conservation laws; symmetry reduction; travelling wave solutions; symbolic computation” [Partial Differ. Equ. Appl. Math. 7 (2023) 100465]	Partial Differential Equations in Applied Mathematics	journal-article
41	10.1016/j.jsc.2011.12.051	2012	10.1016/j.jsc.2011.12.051	Applying abstract acceleration to (co-)reachability analysis of reactive programs	Journal of Symbolic Computation	journal-article
42	10.3390/sym17101654	2025	10.3390/sym17101654	Graph-MambaRoadDet: A Symmetry-Aware Dynamic Graph Framework for Road Damage Detection	Symmetry	journal-article
43	10.3390/sym17050735	2025	10.3390/sym17050735	Defending Graph Neural Networks Against Backdoor Attacks via Symmetry-Aware Graph Self-Distillation	Symmetry	journal-article
44	10.1007/s10009-007-0057-7	2008	10.1007/s10009-007-0057-7	Efficient guided symbolic reachability using reachability expressions	International Journal on Software Tools for Technology Transfer	journal-article
45	10.1007/11691372_8	2006	10.1007/11691372_8	Efficient Guided Symbolic Reachability Using Reachability Expressions	Lecture Notes in Computer Science	book-chapter
46	10.3390/sym13091558	2021	10.3390/sym13091558	Symbolic Evaluation of Expressions from Racah’s Algebra	Symmetry	journal-article
47	10.1002/9781119619727.fmatter	2020	10.1002/9781119619727.fmatter	Front Matter	Supervisory Control and Scheduling of Resource Allocation Systems	other
48	10.1002/9781119619727.index	2020	10.1002/9781119619727.index	Index	Supervisory Control and Scheduling of Resource Allocation Systems	other
49	10.1002/9781119619727.ch1	2020	10.1002/9781119619727.ch1	Introduction	Supervisory Control and Scheduling of Resource Allocation Systems	other
50	10.3390/sym10010032	2018	10.3390/sym10010032	Graph Theory	Symmetry	journal-article
51	10.7151/dmgt.1918	2017	10.7151/dmgt.1918	Eternal domination: criticality and reachability	Discussiones Mathematicae Graph Theory	journal-article
52	10.1007/978-1-4419-6045-0_6	2010	10.1007/978-1-4419-6045-0_6	Graph Reachability Queries: A Survey	Advances in Database Systems	book-chapter
53	10.3724/sp.j.1001.2010.03618	2010	10.3724/sp.j.1001.2010.03618	Verifying Service Composition Based on Modular Reachability Graph and Generating BPEL Codes	Journal of Software	journal-article
54	10.1109/ickg55886.2022.00008	2022	10.1109/ickg55886.2022.00008	Graph Reachability Pruning: Adaptive Data Reduction for Inexact Subgraph Matching	2022 IEEE International Conference on Knowledge Graph (ICKG)	proceedings-article
55	10.1021/acs.jctc.3c01118.s001	None	10.1021/acs.jctc.3c01118.s001	QSym2: A Quantum Symbolic Symmetry Analysis Program for Electronic Structure		component
56	10.1002/9781119619727.ch2	2020	10.1002/9781119619727.ch2	Preliminaries	Supervisory Control and Scheduling of Resource Allocation Systems	other
57	10.22215/etd/2024-16285	None	10.22215/etd/2024-16285	Exploring Symmetry and Representation in Vector Symbolic Architectures		dissertation
58	10.3390/sym15081588	2023	10.3390/sym15081588	Symbolic 4-Plithogenic Rings and 5-Plithogenic Rings	Symmetry	journal-article
59	10.1002/9781119619727.refs	2020	10.1002/9781119619727.refs	References	Supervisory Control and Scheduling of Resource Allocation Systems	other
60	10.1145/1833351.1778841	2010	10.1145/1833351.1778841	A connection between partial symmetry and inverse procedural modeling	ACM Transactions on Graphics	journal-article
61	10.3390/sym16050563	2024	10.3390/sym16050563	Fractional Stochastic Partial Differential Equations: Numerical Advances and Practical Applications—A State of the Art Review	Symmetry	journal-article
62	10.1109/9780470546512.ch10	2009	10.1109/9780470546512.ch10	Symbolic Signal Flow Graph Methods in SwitchedCapacitor Design	Symbolic Analysis Techniques	book-chapter
63	10.1007/978-3-642-04420-5_20	2009	10.1007/978-3-642-04420-5_20	Limit Set Reachability in Asynchronous Graph Dynamical Systems	Lecture Notes in Computer Science	book-chapter
64	10.1002/9781119619727	2020	10.1002/9781119619727	Supervisory Control and Scheduling of Resource Allocation Systems		monograph
65	10.1016/s1474-6670(17)40040-1	1998	10.1016/s1474-6670(17)40040-1	Symbolic Reachability Analysis of Hybrid Systems	IFAC Proceedings Volumes	journal-article
66	10.1109/wodes.2008.4605965	2008	10.1109/wodes.2008.4605965	Synthesis of controllers using symbolic reachability graphs	2008 9th International Workshop on Discrete Event Systems	proceedings-article
67	10.1016/j.automatica.2021.109543	2021	10.1016/j.automatica.2021.109543	Least-violating symbolic controller synthesis for safety, reachability and attractivity specifications	Automatica	journal-article
68	10.1002/9781119619727.ch13	2020	10.1002/9781119619727.ch13	Open Problems	Supervisory Control and Scheduling of Resource Allocation Systems	other
69	10.2172/1460673	2018	10.2172/1460673	Symmetry Analysis Using Symbolic Computation		report
70	10.1109/snr.2016.7479380	2016	10.1109/snr.2016.7479380	Computing ODE-barriers in hyper-rectangles	2016 International Workshop on Symbolic and Numerical Methods for Reachability Analysis (SNR)	proceedings-article
71	10.1201/9780429425134-19	2018	10.1201/9780429425134-19	GRAPH COLORINGS AND SYMMETRY	Graph Theory and Its Applications	book-chapter
72	10.1007/978-3-319-45994-3_4	2016	10.1007/978-3-319-45994-3_4	Plain, Bounded, Reversible, Persistent, and k-marked Petri Nets Have Marked Graph Reachability Graphs	Lecture Notes in Computer Science	book-chapter
73	10.3390/computation8040103	2020	10.3390/computation8040103	Graph Reachability on Parallel Many-Core Architectures	Computation	journal-article
74	10.3390/sym14040732	2022	10.3390/sym14040732	Prime Cordial Labeling of Generalized Petersen Graph under Some Graph Operations	Symmetry	journal-article
75	10.3390/sym12111895	2020	10.3390/sym12111895	On Graph-Orthogonal Arrays by Mutually Orthogonal Graph Squares	Symmetry	journal-article
76	10.3390/sym18071226	2026	10.3390/sym18071226	A Symmetry-Theoretic Framework for AI-Guided Symbolic Execution in Embedded Systems	Symmetry	journal-article
77	10.3390/books978-3-03897-659-2	2019	10.3390/books978-3-03897-659-2	Symmetry in Graph Theory		edited-book
78	10.1007/s10990-007-9000-6	2007	10.1007/s10990-007-9000-6	Symbolic reachability analysis using narrowing and its application to verification of cryptographic protocols	Higher-Order and Symbolic Computation	journal-article
79	10.1002/9781119619727.ch9	2020	10.1002/9781119619727.ch9	Controllable Heuristic Search	Supervisory Control and Scheduling of Resource Allocation Systems	other
80	10.1002/9781119619727.ch5	2020	10.1002/9781119619727.ch5	Redundant Constraint Elimination	Supervisory Control and Scheduling of Resource Allocation Systems	other
81	10.1145/1141911.1141924	2006	10.1145/1141911.1141924	Partial and approximate symmetry detection for 3D geometry	ACM Transactions on Graphics	journal-article
82	10.2139/ssrn.4830511	2024	10.2139/ssrn.4830511	Exact Reachability of Discrete-Time Stochastic System with Multiplicative Noise and Partial Information		posted-content
83	10.3390/sym15071425	2023	10.3390/sym15071425	Symmetry in Ordinary and Partial Differential Equations and Applications	Symmetry	journal-article
84	10.3390/sym9030029	2017	10.3390/sym9030029	Generalized Degree-Based Graph Entropies	Symmetry	journal-article
85	10.3390/sym17091477	2025	10.3390/sym17091477	Graph-Symmetry Cognitive Learning for Multi-Scale Cloud Imaging: An Uncertainty-Quantified Geometric Paradigm via Hierarchical Graph Networks	Symmetry	journal-article
86	10.1145/1778765.1778841	2010	10.1145/1778765.1778841	A connection between partial symmetry and inverse procedural modeling	ACM Transactions on Graphics	journal-article
87	10.1017/cbo9781316669846.004	2016	10.1017/cbo9781316669846.004	Various Types of Graph Symmetry	Topics in Graph Automorphisms and Reconstruction	book-chapter
88	10.1109/icccn.2013.6614178	2013	10.1109/icccn.2013.6614178	Reachability Graph Based Hierarchical Test Generation for Network Protocols Modeled as Parallel Finite State Machines	2013 22nd International Conference on Computer Communication and Networks (ICCCN)	proceedings-article
89	10.1016/j.jsc.2010.09.009	2011	10.1016/j.jsc.2010.09.009	Symbolic graphs for attributed graph constraints	Journal of Symbolic Computation	journal-article
90	10.1109/synasc.2018.00066	2018	10.1109/synasc.2018.00066	Proving Reachability Properties by Coinduction (Extended Abstract)	2018 20th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC)	proceedings-article
91	10.3390/sym14081574	2022	10.3390/sym14081574	Graph Coloring via Clique Search with Symmetry Breaking	Symmetry	journal-article
92	10.1109/date.2003.1253707	None	10.1109/date.2003.1253707	Set manipulation with Boolean functional vectors for symbolic reachability analysis	2003 Design, Automation and Test in Europe Conference and Exhibition	proceedings-article
93	10.1002/9781119619727.ch10	2020	10.1002/9781119619727.ch10	Hybrid Heuristic Search	Supervisory Control and Scheduling of Resource Allocation Systems	other
94	10.70675/1b0bfe3bzfe7bz4748za9a1zc38ebd508e3f	None	10.70675/1b0bfe3bzfe7bz4748za9a1zc38ebd508e3f	Parity games and reachability in infinite-state systems with parameters		dissertation
95	10.3390/sym12040511	2020	10.3390/sym12040511	Attentive Gated Graph Neural Network for Image Scene Graph Generation	Symmetry	journal-article
96	10.31274/etd-180810-3900	None	10.31274/etd-180810-3900	Graph determined symbolic dynamics and hybrid systems		dissertation
97	10.1145/3591233	2023	10.1145/3591233	Recursive State Machine Guided Graph Folding for Context-Free Language Reachability	Proceedings of the ACM on Programming Languages	journal-article
98	10.1145/3428246	2020	10.1145/3428246	FlowCFL: generalized type-based reachability analysis: graph reduction and equivalence of CFL-based and type-based reachability	Proceedings of the ACM on Programming Languages	journal-article
99	10.1007/978-3-642-24288-5_19	2011	10.1007/978-3-642-24288-5_19	A Fully Symbolic Bisimulation Algorithm	Lecture Notes in Computer Science	book-chapter
100	10.1007/978-3-642-24288-5_1	2011	10.1007/978-3-642-24288-5_1	Graph Games with Reachability Objectives	Lecture Notes in Computer Science	book-chapter
