rank	source_id	year	doi	title	venue	type
84	10.1109/vtest.1999.766655	None	10.1109/vtest.1999.766655	Partial scan using multi-hop state reachability analysis	Proceedings 17th IEEE VLSI Test Symposium (Cat. No.PR00146)	proceedings-article
85	10.1016/j.jag.2024.103834	2024	10.1016/j.jag.2024.103834	A graph-based deep learning framework for field scale wheat yield estimation	International Journal of Applied Earth Observation and Geoinformation	journal-article
86	10.1016/s0950-5849(98)00093-7	1998	10.1016/s0950-5849(98)00093-7	Program analysis via graph reachability	Information and Software Technology	journal-article
87	10.1109/lics.2009.23	2009	10.1109/lics.2009.23	Graph Reachability and Pebble Automata over Infinite Alphabets	2009 24th Annual IEEE Symposium on Logic In Computer Science	proceedings-article
88	10.1093/imrn/rnae280	2025	10.1093/imrn/rnae280	The Reachability Homology of a Directed Graph	International Mathematics Research Notices	journal-article
89	10.1533/9781782421627.101	2014	10.1533/9781782421627.101	Controllability and reachability	Control and Estimation of Piecewise Affine Systems	book-chapter
90	10.1016/j.automatica.2017.07.030	2017	10.1016/j.automatica.2017.07.030	Partial state reachability of multiple linear systems in series	Automatica	journal-article
91	10.1080/13698030701219229	2007	10.1080/13698030701219229	Participant observation of a very disturbed mother and her child: The observer as container	Infant Observation	journal-article
92	10.1002/9781119619727.ch11	2020	10.1002/9781119619727.ch11	A* Search with More Informed Heuristics Functions	Supervisory Control and Scheduling of Resource Allocation Systems	other
93	10.5381/jot.2023.22.2.a3	2023	10.5381/jot.2023.22.2.a3	The OSATE Slicer: Graph-Based Reachability for Architectural Models.	The Journal of Object Technology	journal-article
94	10.1109/icci.1993.315380	None	10.1109/icci.1993.315380	Differential hashing functions: application to reachability graph generation	Proceedings of ICCI'93: 5th International Conference on Computing and Information	proceedings-article
95	10.1007/978-3-540-78243-8_15	None	10.1007/978-3-540-78243-8_15	An Interactive Attack Graph Cascade and Reachability Display	Mathematics and Visualization	book-chapter
96	10.1109/iaeac.2018.8577265	2018	10.1109/iaeac.2018.8577265	State Estimation of Innovation Graph for PMU Power Grid Observation System	2018 IEEE 3rd Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)	proceedings-article
97	10.1002/0470014156.ch5	2003	10.1002/0470014156.ch5	Automatic Observation of Simulations	Validation of Communications Systems with SDL	other
98	10.1134/s0032946006040053	2006	10.1134/s0032946006040053	On-line estimation of smooth signals with partial observation	Problems of Information Transmission	journal-article
99	10.22331/q-2021-08-30-532	2021	10.22331/q-2021-08-30-532	Reachability Deficits in Quantum Approximate Optimization of Graph Problems	Quantum	journal-article
100	10.4324/9780429485374-6	2018	10.4324/9780429485374-6	The Young Child Observation seminar: new steps in developing the observer role	Young Child Observation	book-chapter
