rank	source_id	year	doi	title	venue	type
15	10.3390/electronics7120448	2018	10.3390/electronics7120448	Improving Synchronous Dataflow Analysis Supported by Petri Net Mappings	Electronics	journal-article
16	10.1007/3-540-55808-x_26	1992	10.1007/3-540-55808-x_26	Dataflow semantics for Petri nets	Lecture Notes in Computer Science	book-chapter
17	10.1007/3-540-58027-1_12	1994	10.1007/3-540-58027-1_12	Compositional process semantics of Petri Boxes	Lecture Notes in Computer Science	book-chapter
18	10.1016/j.scico.2021.102624	2021	10.1016/j.scico.2021.102624	RT-MOBS: A compositional observer semantics of time Petri net for real-time property specification language based on μ-calculus	Science of Computer Programming	journal-article
19	10.3233/fi-1990-13203	1990	10.3233/fi-1990-13203	A Compositional Semantics for Timed Petri Nets1	Fundamenta Informaticae	journal-article
20	10.1109/indin.2011.6034993	2011	10.1109/indin.2011.6034993	Dataflow model property verification using Petri net translation techniques	2011 9th IEEE International Conference on Industrial Informatics	proceedings-article
21	10.1007/3-540-18086-9_27	1987	10.1007/3-540-18086-9_27	Operational Petri net semantics for CCSP	Lecture Notes in Computer Science	book-chapter
22	10.3923/itj.2007.110.116	2006	10.3923/itj.2007.110.116	A Compositional Petri Nets Semantics for Basic Lotos	Information Technology Journal	journal-article
23	10.1109/iecon.2011.6119927	2011	10.1109/iecon.2011.6119927	Petri net verification techniques on Synchronous Dataflow models	IECON 2011 - 37th Annual Conference of the IEEE Industrial Electronics Society	proceedings-article
24	10.1007/1-4020-2673-0_32	None	10.1007/1-4020-2673-0_32	Engineering Multiagent Systems Based on Interaction Protocols: A Compositional Petri Net Approach	Enterprise Information Systems V	book-chapter
25	10.1109/access.2017.2772829	2017	10.1109/access.2017.2772829	A Compositional Analysis Method for Petri-Net Models	IEEE Access	journal-article
26	10.4304/jsw.7.3.499-507	2012	10.4304/jsw.7.3.499-507	Compositional Verification of Liveness Property in Inhibitor-arc Connections of Petri Net Systems	Journal of Software	journal-article
27	10.1007/978-1-4302-0109-0_8	None	10.1007/978-1-4302-0109-0_8	Input, Output, and Serialization	Pro Visual C++/CLI and the .NET 2.0 Platform	book-chapter
28	10.70675/33859af0z9c09z423dzb345z62ae1ec51d10	None	10.70675/33859af0z9c09z423dzb345z62ae1ec51d10	Mechanized semantics for circuits : from dataflow to hardware		dissertation
29	10.1007/978-1-4302-0849-5_12	2002	10.1007/978-1-4302-0849-5_12	Input, Output, and Object Serialization	Visual Basic .NET and the .NET Platform: An Advanced Guide	book-chapter
30	10.1007/978-3-642-02424-5_2	2009	10.1007/978-3-642-02424-5_2	Unifying Petri Net Semantics with Token Flows	Lecture Notes in Computer Science	book-chapter
31	10.1016/0165-6074(88)90064-6	1988	10.1016/0165-6074(88)90064-6	Petri net semantics of smalltalk-80	Microprocessing and Microprogramming	journal-article
32	10.1007/978-1-4302-1054-2_8	None	10.1007/978-1-4302-1054-2_8	Input, Output, and Serialization	Pro Visual C++/CLI and the .NET 3.5 Platform	book-chapter
33	10.1016/0304-3975(92)90184-h	1992	10.1016/0304-3975(92)90184-h	Petri net semantics of priority systems	Theoretical Computer Science	journal-article
34	10.1109/iscas.2005.1465925	None	10.1109/iscas.2005.1465925	Modeling and Formal Verification of Dataflow Graph in System-Level Design Using Petri net	2005 IEEE International Symposium on Circuits and Systems	proceedings-article
35	10.1007/3-540-50580-6_35	1988	10.1007/3-540-50580-6_35	Compositional semantics of pure place/transition systems	Lecture Notes in Computer Science	book-chapter
36	10.17771/pucrio.acad.30650	None	10.17771/pucrio.acad.30650	DATAFLOW SEMANTICS FOR END-USER PROGRAMMABLE APPLICATIONS		dissertation
37	10.1145/1244002.1244359	2007	10.1145/1244002.1244359	A petri net semantics for web service choreography	Proceedings of the 2007 ACM symposium on Applied computing	proceedings-article
38	10.1007/978-1-4302-1141-9_11	2001	10.1007/978-1-4302-1141-9_11	Input, Output, and Object Serialization	C# and the .NET Platform	book-chapter
39	10.2991/jcis.2008.27	2008	10.2991/jcis.2008.27	A Petri-Net Based Approach to Verifying Compositional Correctness of System Components	Proceedings of the 11th Joint Conference on Information Sciences (JCIS)	proceedings-article
40	10.1007/978-3-540-79230-7_6	None	10.1007/978-3-540-79230-7_6	A Feature-Complete Petri Net Semantics for WS-BPEL 2.0	Lecture Notes in Computer Science	book-chapter
41	10.1109/pnpm.1995.524327	None	10.1109/pnpm.1995.524327	Giving a net semantics to Markovian process algebra	Proceedings 6th International Workshop on Petri Nets and Performance Models	proceedings-article
42	10.1109/skg.2005.143	2005	10.1109/skg.2005.143	Web Service Composition and Analysis: A Petri-net Based Approach	2005 First International Conference on Semantics, Knowledge and Grid	proceedings-article
43	10.1109/wkdd.2009.234	2009	10.1109/wkdd.2009.234	Ontology-oriented Petri Net Model of Semantics Service Composition	2009 Second International Workshop on Knowledge Discovery and Data Mining	proceedings-article
44	10.1016/j.tcs.2007.01.003	2007	10.1016/j.tcs.2007.01.003	Operational semantics for Petri net components	Theoretical Computer Science	journal-article
45	10.1142/9789812562494_0041	2004	10.1142/9789812562494_0041	NET TRANSFORMATIONS FOR PETRI NET TECHNOLOGY	Current Trends in Theoretical Computer Science	book-chapter
46	10.1007/978-1-4302-0775-7_8	2003	10.1007/978-1-4302-0775-7_8	Input, Output, and Serialization	Managed C++ and .NET Development	book-chapter
47	10.1515/9783486783704-005	1994	10.1515/9783486783704-005	4. Kapitel: Input-Output-Tabelle und Input-Output-Analyse	Input-Output-Rechnung. Input-Output-Tabellen	book-chapter
48	10.1007/978-1-4615-1009-3_7	2002	10.1007/978-1-4615-1009-3_7	Delay Time Petri Nets and Net Reduction	Compositional Verification of Concurrent and Real-Time Systems	book-chapter
49	10.1109/sips.2000.886765	None	10.1109/sips.2000.886765	Systematic consolidation of input and output buffers in synchronous dataflow specifications	2000 IEEE Workshop on SiGNAL PROCESSING SYSTEMS. SiPS 2000. Design and Implementation (Cat. No.00TH8528)	proceedings-article
50	10.1007/978-1-4302-0847-1_9	2002	10.1007/978-1-4302-0847-1_9	Input/Output	Programming VB .NET: A Guide For Experienced Programmers	book-chapter
51	10.1002/9781119262114.ch10	2016	10.1002/9781119262114.ch10	Semantics, Properties and Evolution Rules of an SPN	Systems Dependability Assessment	other
52	10.1109/seke.1992.227976	1992	10.1109/seke.1992.227976	A Petri net semantics for logic programs with negation	Proceedings Fourth International Conference on Software Engineering and Knowledge Engineering	proceedings-article
53	10.5772/5321	2008	10.5772/5321	Timed Hierarchical Object-Oriented Petri Net	Petri Net, Theory and Applications	book-chapter
54	10.1016/s0096-0551(99)00014-4	1999	10.1016/s0096-0551(99)00014-4	Compositional Petri net models of advanced tasking in Ada-95	Computer Languages	journal-article
55	10.1007/bfb0022479	None	10.1007/bfb0022479	A Petri net definition of a system description language	Lecture Notes in Computer Science	book-chapter
56	10.7551/mitpress/8811.003.0010	2011	10.7551/mitpress/8811.003.0010	Analyzing Petri Net Models	Modeling Business Processes	book-chapter
57	10.1109/icnc.2015.7377979	2015	10.1109/icnc.2015.7377979	Conversion and verification of recursive structure in PI-calculus with compositional petri-NET	2015 11th International Conference on Natural Computation (ICNC)	proceedings-article
58	10.20944/preprints201611.0136.v1	2016	10.20944/preprints201611.0136.v1	Temporal Modeling of Neural Net Input/Output Behaviors: The Case of XOR		posted-content
59	10.3233/fun-2006-70303	2006	10.3233/fun-2006-70303	Petri Net Semantics of the Finite π-calculus Terms	Fundamenta Informaticae	journal-article
60	10.1109/sera.2011.32	2011	10.1109/sera.2011.32	Probabilistic Petri Net and its Logical Semantics	2011 Ninth International Conference on Software Engineering Research, Management and Applications	proceedings-article
61	10.1109/access.2026.3719810	2026	10.1109/access.2026.3719810	Input-Output Constrained Colored Petri Nets for Dependable System Controllers	IEEE Access	journal-article
62	10.1007/978-3-662-04457-5_3	2001	10.1007/978-3-662-04457-5_3	Syntax and Operational Semantics	Monographs in Theoretical Computer Science An EATCS Series	book-chapter
63	10.4204/eptcs.89.10	2012	10.4204/eptcs.89.10	An Operational Petri Net Semantics for the Join-Calculus	Electronic Proceedings in Theoretical Computer Science	journal-article
64	10.1007/s11042-021-11156-9	2022	10.1007/s11042-021-11156-9	Multi-touch gesture recognition of Braille input based on Petri Net and RBF Net	Multimedia Tools and Applications	journal-article
65	10.1007/bfb0019971	None	10.1007/bfb0019971	Semantics, composition and net properties of algebraic high-level nets	Lecture Notes in Computer Science	book-chapter
66	10.1109/icis.2014.6912160	2014	10.1109/icis.2014.6912160	Game theory semantics for PCTL model checking label-extended probabilistic Petri net	2014 IEEE/ACIS 13th International Conference on Computer and Information Science (ICIS)	proceedings-article
67	10.3233/fi-2011-501	2011	10.3233/fi-2011-501	"An Operational Petri Net Semantics for A
                    <sup>2</sup>
                    CCS"	Fundamenta Informaticae	journal-article
68	10.1007/springerreference_21281	None	10.1007/springerreference_21281	Petri net	SpringerReference	reference-entry
69	10.1016/0306-4379(80)90056-3	1980	10.1016/0306-4379(80)90056-3	A survey of input-output semantics and program verification, rep. 344	Information Systems	journal-article
70	10.1007/3-540-63141-0_28	1997	10.1007/3-540-63141-0_28	Algebraic characterization of petri net pomset semantics	Lecture Notes in Computer Science	book-chapter
71	10.70675/0d242e5czfe16z49f6za04ezf51f4dabb08e	None	10.70675/0d242e5czfe16z49f6za04ezf51f4dabb08e	Mechanized semantics and verified compilation for a dataflow synchronous language with reset		dissertation
72	10.1007/978-3-031-61433-0_9	2024	10.1007/978-3-031-61433-0_9	Token Trail Semantics II - Petri Nets And Their Net Language	Lecture Notes in Computer Science	book-chapter
73	10.1016/0967-0661(94)90949-0	1994	10.1016/0967-0661(94)90949-0	160 Reduction and approximation of stochastic petri nets with multiple-input multiple-output modules	Control Engineering Practice	journal-article
74	10.7146/brics.v5i17.19423	1998	10.7146/brics.v5i17.19423	A Comparison of Petri Net Semantics under the Collective Token Philosophy	BRICS Report Series	journal-article
75	10.1109/icsmc.1998.725498	None	10.1109/icsmc.1998.725498	Instruction list verification using a Petri net semantics	SMC'98 Conference Proceedings. 1998 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.98CH36218)	proceedings-article
76	10.1007/s10849-005-9000-z	2006	10.1007/s10849-005-9000-z	Phase Semantics and Petri Net Interpretation for Resource-Sensitive Strong Negation	Journal of Logic, Language and Information	journal-article
77	10.1515/9783486783704-004	1994	10.1515/9783486783704-004	3. Kapitel: Kurze Geschichte der Input-Output-Rechnung	Input-Output-Rechnung. Input-Output-Tabellen	book-chapter
78	10.1109/hicss.1988.11861	None	10.1109/hicss.1988.11861	The PEG environment: parallel programming with Petri net semantics	[1988] Proceedings of the Twenty-First Annual Hawaii International Conference on System Sciences. Volume II: Software track	proceedings-article
79	10.1109/etfa.1994.401981	None	10.1109/etfa.1994.401981	Compositional Petri net environment	ETFA '94. 1994 IEEE Symposium on Emerging Technologies and Factory Automation. (SEIKEN) Symposium) -Novel Disciplines for the Next Century- Proceedings	proceedings-article
80	10.1007/3-540-60218-6_11	1995	10.1007/3-540-60218-6_11	A Petri net semantics for π-calculus	Lecture Notes in Computer Science	book-chapter
81	10.1515/9783486783704-010	1994	10.1515/9783486783704-010	9. Kapitel: Die deskriptive Auswertung der Input-Output-Tabellen	Input-Output-Rechnung. Input-Output-Tabellen	book-chapter
82	10.1515/9783486811704.294	None	10.1515/9783486811704.294	6. Kapitel Anwendungsbeispiele der Input-Output-Analyse	Input-Output-Rechnung	book-chapter
83	10.1016/j.energy.2017.11.072	2017	10.1016/j.energy.2017.11.072	An input-output based net-energy assessment of an electricity supply industry	Energy	journal-article
84	10.4018/978-1-4666-1942-5.ch003	None	10.4018/978-1-4666-1942-5.ch003	Protocol-Level Service Composition Mismatches	Web Service Composition and New Frameworks in Designing Semantics	book-chapter
85	10.5772/10294	2010	10.5772/10294	Petri Net as a Manufacturing System Scheduling Tool	Advances in Petri Net Theory and Applications	book-chapter
86	10.1007/bfb0036194	1997	10.1007/bfb0036194	On occurrence net semantics for petri nets with contacts	Lecture Notes in Computer Science	book-chapter
87	10.1109/icicse.2012.39	2012	10.1109/icicse.2012.39	A Petri Net Semantics for Web Service in Choreography Description Language	2012 Sixth International Conference on Internet Computing for Science and Engineering	proceedings-article
88	10.1515/9783486783704-003	1994	10.1515/9783486783704-003	2. Kapitel: Der Aufbau der Input-Output-Tabelle als Kreislaufschema	Input-Output-Rechnung. Input-Output-Tabellen	book-chapter
89	10.1515/9783486783704-006	1994	10.1515/9783486783704-006	5. Kapitel: Konzeptionelle Probleme beim Aufbau der Input-Output-Tabelle	Input-Output-Rechnung. Input-Output-Tabellen	book-chapter
90	10.1515/9783486783704-011	1994	10.1515/9783486783704-011	10. Kapitel: Die Einbeziehung der Umwelt in die Input-Output-Tabelle	Input-Output-Rechnung. Input-Output-Tabellen	book-chapter
91	10.3182/20080706-5-kr-1001.00542	2008	10.3182/20080706-5-kr-1001.00542	Tracking Control of Timed Continuous Petri Net Systems under Infinite Servers Semantics	IFAC Proceedings Volumes	journal-article
92	10.1007/978-3-540-40022-6_3	2003	10.1007/978-3-540-40022-6_3	Petri Net Transformations in the ≫Petri Net Baukasten≪	Lecture Notes in Computer Science	book-chapter
93	10.1017/s0960129504004311	2005	10.1017/s0960129504004311	Compositional semantics for open Petri nets based on deterministic processes	Mathematical Structures in Computer Science	journal-article
94	10.4018/978-1-60566-256-5.ch023	2009	10.4018/978-1-60566-256-5.ch023	A Formal Petri Net Based Model for Team Monitoring	Handbook of Research on Multi-Agent Systems	book-chapter
95	10.1109/indin.2011.6034958	2011	10.1109/indin.2011.6034958	IOPT Petri net state space generation algorithm with maximal-step execution semantics	2011 9th IEEE International Conference on Industrial Informatics	proceedings-article
96	10.1109/dcoss54816.2022.00048	2022	10.1109/dcoss54816.2022.00048	Modeling Sub-Team Formations for Heterogeneous Multi-Robot Systems using Colored Petri-Net Semantics	2022 18th International Conference on Distributed Computing in Sensor Systems (DCOSS)	proceedings-article
97	10.1515/9783486811704.519	None	10.1515/9783486811704.519	10. Kapitel: Input-Output-Modelle und lineare Programmierung	Input-Output-Rechnung	book-chapter
98	10.1002/9781119262114.part1	2016	10.1002/9781119262114.part1	Short Review of Petri Net Modeling	Systems Dependability Assessment	other
99	10.1017/9781009613316.006	2025	10.1017/9781009613316.006	Other Equivalences for Petri Nets	Syntax and Semantics of Petri Nets	book-chapter
100	10.1109/pdse.1997.596823	None	10.1109/pdse.1997.596823	A Petri net semantics for B(PN)/sup 2/ with procedures	Proceedings of PDSE '97: 2nd International Workshop on Software Engineering for Parallel and Distributed Systems	proceedings-article
