rank	source_id	year	doi	title	venue	type
13	10.5516/net.04.2012.019	2012	10.5516/net.04.2012.019	STATE TOKEN PETRI NET MODELING METHOD FOR FORMAL VERIFICATION OF COMPUTERIZED PROCEDURE INCLUDING OPERATOR'S INTERRUPTIONS OF PROCEDURE EXECUTION FLOW	Nuclear Engineering and Technology	journal-article
14	10.5353/th_b3120740	None	10.5353/th_b3120740	Formal data flow diagrams (FDFD) : a petri-net based requirements specification language		dissertation
15	10.1109/coase.2016.7743519	2016	10.1109/coase.2016.7743519	Reconstruction of unknown Petri net structures from asynchronous observations of token change sequences	2016 IEEE International Conference on Automation Science and Engineering (CASE)	proceedings-article
16	10.1007/978-3-031-33620-1_16	2023	10.1007/978-3-031-33620-1_16	Token Trail Semantics – Modeling Behavior of Petri Nets with Labeled Petri Nets	Lecture Notes in Computer Science	book-chapter
17	10.1080/00223131.2011.649082	2012	10.1080/00223131.2011.649082	Modeling of computerized procedure execution with State Token Petri Net for formal verification of procedure flow	Journal of Nuclear Science and Technology	journal-article
18	10.14445/22315373/ijmtt-v68i4p502	2022	10.14445/22315373/ijmtt-v68i4p502	Few Closure Properties of Context-Free Multi-Strings Token Petri Net	International Journal of Mathematics Trends and Technology	journal-article
19	10.1007/978-3-662-04457-5_4	2001	10.1007/978-3-662-04457-5_4	Petri Net Semantics	Monographs in Theoretical Computer Science An EATCS Series	book-chapter
20	10.3724/sp.j.1001.2011.04018	2011	10.3724/sp.j.1001.2011.04018	Time Petri Net Model with Mixed Semantics	Journal of Software	journal-article
21	10.1007/978-3-642-23226-8_85	2011	10.1007/978-3-642-23226-8_85	Petri Net Based on Behavior of Token and Its Applications	Communications in Computer and Information Science	book-chapter
22	10.1007/3-540-50580-6_31	1988	10.1007/3-540-50580-6_31	Infinitary partial Petri net languages and their relationship to other Petri net semantics	Lecture Notes in Computer Science	book-chapter
23	10.2507/ijsimm15(3)co14	2016	10.2507/ijsimm15(3)co14	Simulation Study of Flexible Manufacturing Cell Based on Token-Oriented Petri Net Model	International Journal of Simulation Modelling	journal-article
24	10.1007/978-3-540-73094-1_9	None	10.1007/978-3-540-73094-1_9	Independence of Net Transformations and Token Firing in Reconfigurable Place/Transition Systems	Lecture Notes in Computer Science	book-chapter
25	10.1109/viuf.1997.623945	None	10.1109/viuf.1997.623945	Extraction of token based VHDL models from old ASIC net lists	Proceedings VHDL International Users' Forum. Fall Conference	proceedings-article
26	10.1541/ieejias.109.463	1989	10.1541/ieejias.109.463	A high speed control method for automated machine systems based on token transition of petri net theory.	IEEJ Transactions on Industry Applications	journal-article
27	10.1007/979-8-8688-0476-2_5	2024	10.1007/979-8-8688-0476-2_5	JWT Token Generation and authorize controller	WebAPI Security Authentication using .NET Core	book-chapter
28	10.1109/pnpm.1995.524325	None	10.1109/pnpm.1995.524325	Stochastic Petri net semantics for stochastic process algebras	Proceedings 6th International Workshop on Petri Nets and Performance Models	proceedings-article
29	10.1007/bfb0022479	None	10.1007/bfb0022479	A Petri net definition of a system description language	Lecture Notes in Computer Science	book-chapter
30	10.9746/sicetr1965.23.1076	1987	10.9746/sicetr1965.23.1076	On Optimizing the Initial Token Distribution for a Periodic Petri Net Firing Sequence with Prescribed Firing Numbers	Transactions of the Society of Instrument and Control Engineers	journal-article
31	10.1109/tase.2007.893504	2008	10.1109/tase.2007.893504	Steady-State Control Reference and Token Conservation Laws in Continuous Petri Net Systems	IEEE Transactions on Automation Science and Engineering	journal-article
32	10.1007/s10849-005-9000-z	2006	10.1007/s10849-005-9000-z	Phase Semantics and Petri Net Interpretation for Resource-Sensitive Strong Negation	Journal of Logic, Language and Information	journal-article
33	10.1049/el:19910908	1991	10.1049/el:19910908	G-net: implicit token-passing bus LAN	Electronics Letters	journal-article
34	10.31274/rtd-180813-6259	None	10.31274/rtd-180813-6259	Petri net models of program execution in data flow environments		dissertation
35	10.1016/j.csl.2024.101749	2025	10.1016/j.csl.2024.101749	TR-Net: Token Relation Inspired Table Filling Network for Joint Entity and Relation Extraction	Computer Speech &amp; Language	journal-article
36	10.3233/fi-2009-134	2009	10.3233/fi-2009-134	Unfolding Semantics of Petri Nets Based on Token Flows	Fundamenta Informaticae	journal-article
37	10.5772/5321	2008	10.5772/5321	Timed Hierarchical Object-Oriented Petri Net	Petri Net, Theory and Applications	book-chapter
38	10.1007/978-3-540-40022-6_7	2003	10.1007/978-3-540-40022-6_7	The Petri Net Markup Language	Lecture Notes in Computer Science	book-chapter
39	10.1007/s13198-014-0304-8	2018	10.1007/s13198-014-0304-8	A formal study on generative power of a class of array token Petri net structure	International Journal of System Assurance Engineering and Management	journal-article
40	10.1109/icicse.2012.39	2012	10.1109/icicse.2012.39	A Petri Net Semantics for Web Service in Choreography Description Language	2012 Sixth International Conference on Internet Computing for Science and Engineering	proceedings-article
41	10.1016/s0167-6423(01)00004-1	2001	10.1016/s0167-6423(01)00004-1	Compositional high-level Petri net semantics of a parallel programming language with procedures	Science of Computer Programming	journal-article
42	10.7551/mitpress/8811.003.0010	2011	10.7551/mitpress/8811.003.0010	Analyzing Petri Net Models	Modeling Business Processes	book-chapter
43	10.1007/978-3-031-23612-9_12	2023	10.1007/978-3-031-23612-9_12	Adjunct Partial Array Token Petri Net Structure	Lecture Notes in Computer Science	book-chapter
44	10.3390/s26051454	2026	10.3390/s26051454	Global-Token U-Net with Hybrid Loss for Trustworthy Medical Image Super-Resolution	Sensors	journal-article
45	10.1109/scc.2007.33	2007	10.1109/scc.2007.33	BTx-Net: A Token Based Dynamic Model for Supporting Consistent Collaborative Business Transactions	IEEE International Conference on Services Computing (SCC 2007)	proceedings-article
46	10.1007/springerreference_21281	None	10.1007/springerreference_21281	Petri net	SpringerReference	reference-entry
47	10.5220/0007360602810289	2019	10.5220/0007360602810289	Categorical Modeling Method, Proof of Concept for the Petri Net Language	Proceedings of the 7th International Conference on Model-Driven Engineering and Software Development	proceedings-article
48	10.1609/aaai.v28i1.8866	2014	10.1609/aaai.v28i1.8866	Pathway Specification and Comparative Queries: A High Level Language with Petri Net Semantics	Proceedings of the AAAI Conference on Artificial Intelligence	journal-article
49	10.1007/978-3-030-77102-7_8	2021	10.1007/978-3-030-77102-7_8	Partial Array Token Petri Net and P System	Lecture Notes in Computer Science	book-chapter
50	10.5220/0007360602830291	2019	10.5220/0007360602830291	Categorical Modeling Method, Proof of Concept for the Petri Net Language	Proceedings of the 7th International Conference on Model-Driven Engineering and Software Development	proceedings-article
51	10.1007/3-540-18086-9_27	1987	10.1007/3-540-18086-9_27	Operational Petri net semantics for CCSP	Lecture Notes in Computer Science	book-chapter
52	10.1016/0140-3664(93)90064-y	1993	10.1016/0140-3664(93)90064-y	SBP-Net: an integrated voice/data token ring LAN	Computer Communications	journal-article
53	10.1142/9789812562494_0041	2004	10.1142/9789812562494_0041	NET TRANSFORMATIONS FOR PETRI NET TECHNOLOGY	Current Trends in Theoretical Computer Science	book-chapter
54	10.5772/10294	2010	10.5772/10294	Petri Net as a Manufacturing System Scheduling Tool	Advances in Petri Net Theory and Applications	book-chapter
55	10.18653/v1/2025.findings-emnlp.1319	2025	10.18653/v1/2025.findings-emnlp.1319	Breaking Token Into Concepts: Exploring Extreme Compression in Token Representation Via Compositional Shared Semantics	Findings of the Association for Computational Linguistics: EMNLP 2025	proceedings-article
56	10.1109/access.2026.3707528	2026	10.1109/access.2026.3707528	STORM-Net: Summary-Token Object-Relational Mamba Network for Dynamic Crime-Scene Graph Generation	IEEE Access	journal-article
57	10.1007/978-3-030-77102-7_5	2021	10.1007/978-3-030-77102-7_5	Triangular Array Token Petri Net and P System	Lecture Notes in Computer Science	book-chapter
58	10.1007/978-3-540-40022-6_3	2003	10.1007/978-3-540-40022-6_3	Petri Net Transformations in the ≫Petri Net Baukasten≪	Lecture Notes in Computer Science	book-chapter
59	10.4204/eptcs.368.8	2022	10.4204/eptcs.368.8	Token Multiplicity in Reversing Petri Nets Under the Individual Token Interpretation	Electronic Proceedings in Theoretical Computer Science	journal-article
60	10.1002/9781119262114.part1	2016	10.1002/9781119262114.part1	Short Review of Petri Net Modeling	Systems Dependability Assessment	other
61	10.1007/978-3-540-70881-0_30	None	10.1007/978-3-540-70881-0_30	An ASM Semantics of Token Flow in UML 2 Activity Diagrams	Lecture Notes in Computer Science	book-chapter
62	10.1016/s1571-0661(05)80302-0	1999	10.1016/s1571-0661(05)80302-0	Functorial semantics for Petri nets under the individual token philosophy	Electronic Notes in Theoretical Computer Science	journal-article
63	10.5772/5323	2008	10.5772/5323	Error Recovery in Production Systems: A Petri Net Based Intelligent System Approach	Petri Net, Theory and Applications	book-chapter
64	10.1016/0165-6074(88)90064-6	1988	10.1016/0165-6074(88)90064-6	Petri net semantics of smalltalk-80	Microprocessing and Microprogramming	journal-article
65	10.1142/9789814324298_0003	2012	10.1142/9789814324298_0003	Petri Net Processes and Extension Operators	Property-Preserving Petri Net Process Algebra in Software Engineering	book-chapter
66	10.1007/3-540-69108-1_9	1998	10.1007/3-540-69108-1_9	A Compositional Petri Net Semantics for SDL	Lecture Notes in Computer Science	book-chapter
67	10.1016/0304-3975(92)90184-h	1992	10.1016/0304-3975(92)90184-h	Petri net semantics of priority systems	Theoretical Computer Science	journal-article
68	10.36227/techrxiv.172971998.83622138/v1	2024	10.36227/techrxiv.172971998.83622138/v1	Dynamic Token Hierarchies: Enhancing Large Language Models with a Multi-Tiered Token Processing Framework		posted-content
69	10.5040/9781472577283.06388	2015	10.5040/9781472577283.06388	Token	Shakespeare's Religious Language	other
70	10.1145/1244002.1244359	2007	10.1145/1244002.1244359	A petri net semantics for web service choreography	Proceedings of the 2007 ACM symposium on Applied computing	proceedings-article
71	10.5772/10297	2010	10.5772/10297	Modeling Multimedia Synchronization Using a Time Petri Net Based Approach	Advances in Petri Net Theory and Applications	book-chapter
72	10.2139/ssrn.7050418	2026	10.2139/ssrn.7050418	Auditing Token Padding and Token Accounting in Large Language Models: A Constraint-Adherence Metric and a Multi-Provider Empirical Study		posted-content
73	10.1142/9789812839763_0007	1999	10.1142/9789812839763_0007	PETRI NET SIMULATION AND TOOLS	Modeling, Simulation, and Control of Flexible Manufacturing Systems	book-chapter
74	10.3115/1705415.1705428	2009	10.3115/1705415.1705428	Handling sparsity for verb noun MWE token classification	Proceedings of the Workshop on Geometrical Models of Natural Language Semantics - GEMS '09	proceedings-article
75	10.1007/3-540-63139-9_39	1997	10.1007/3-540-63139-9_39	A compositional partial order semantics for Petri net components	Lecture Notes in Computer Science	book-chapter
76	10.1007/978-3-540-78127-1_27	None	10.1007/978-3-540-78127-1_27	Token-Free Petri Nets	Lecture Notes in Computer Science	book-chapter
77	10.1007/978-3-540-79230-7_6	None	10.1007/978-3-540-79230-7_6	A Feature-Complete Petri Net Semantics for WS-BPEL 2.0	Lecture Notes in Computer Science	book-chapter
78	10.1109/tmm.2025.3618577	2026	10.1109/tmm.2025.3618577	CMI-Net: Cross-View Message Token Interaction Network for 3D Shape Recognition	IEEE Transactions on Multimedia	journal-article
79	10.1093/jos/19.4.333	2002	10.1093/jos/19.4.333	Token Dependency Semantics and the Paratactic Analysis of Intensional Constructions	Journal of Semantics	journal-article
80	10.5772/5310	2008	10.5772/5310	Petri Net Transformations	Petri Net, Theory and Applications	book-chapter
81	10.1109/skg.2005.143	2005	10.1109/skg.2005.143	Web Service Composition and Analysis: A Petri-net Based Approach	2005 First International Conference on Semantics, Knowledge and Grid	proceedings-article
82	10.1109/pnpm.1995.524327	None	10.1109/pnpm.1995.524327	Giving a net semantics to Markovian process algebra	Proceedings 6th International Workshop on Petri Nets and Performance Models	proceedings-article
83	10.1016/j.tcs.2007.01.003	2007	10.1016/j.tcs.2007.01.003	Operational semantics for Petri net components	Theoretical Computer Science	journal-article
84	10.1109/wkdd.2009.234	2009	10.1109/wkdd.2009.234	Ontology-oriented Petri Net Model of Semantics Service Composition	2009 Second International Workshop on Knowledge Discovery and Data Mining	proceedings-article
85	10.5772/10293	2010	10.5772/10293	Synthesis of Coloured Petri Nets from Natural-like Language Descriptions	Advances in Petri Net Theory and Applications	book-chapter
86	10.1007/3-540-69108-1_1	1998	10.1007/3-540-69108-1_1	Petri Nets as Token Objects	Lecture Notes in Computer Science	book-chapter
87	10.3403/30175183	None	10.3403/30175183	Analysis techniques for dependability. Petri net techniques		standard
88	10.35314/isi.v5i1.1289	2020	10.35314/isi.v5i1.1289	Analisa Qos dengan Simple Queue, Queue Tree, dan Hierarchical Token Bucket (Studi Kasus Pro Net Bangkinang)	INOVTEK Polbeng - Seri Informatika	journal-article
89	10.3403/30175183u	None	10.3403/30175183u	Analysis techniques for dependability. Petri net techniques		standard
90	10.1016/s1474-6670(17)64101-6	1986	10.1016/s1474-6670(17)64101-6	Validation of Petri Net Models by ‘Petri-Net-Machine’	IFAC Proceedings Volumes	journal-article
91	10.5772/5312	2008	10.5772/5312	Petri Net Based Modelling of Communication in Systems on Chip	Petri Net, Theory and Applications	book-chapter
92	10.1093/oed/1477097321	2023	10.1093/oed/1477097321	Petri net, n.	Oxford English Dictionary	book-chapter
93	10.1109/poweri.2006.1632569	2006	10.1109/poweri.2006.1632569	Fault diagnosis of power system using neural Petri net and fuzzy neural Petri net	2006 IEEE Power India Conference	proceedings-article
94	10.1016/b978-1-85617-094-9.50018-9	1991	10.1016/b978-1-85617-094-9.50018-9	Early Token Release	Token Ring Technology Report	book-chapter
95	10.5772/5313	2008	10.5772/5313	An Inter-Working Petri Net Model between SIMPLE and IMPS for XDM Service	Petri Net, Theory and Applications	book-chapter
96	10.7494/csci.2020.21.4.3728	2020	10.7494/csci.2020.21.4.3728	CAUSAL REVERSIBILITY IN INDIVIDUAL TOKEN INTERPRETATION OF PETRI NETS	Computer Science	journal-article
97	10.1109/lfa.1988.24957	None	10.1109/lfa.1988.24957	Petri net design language	[Proceedings] 1988 IEEE Workshop on Languages for Automation@m_Symbiotic and Intelligent Robotics	proceedings-article
98	10.37547/tajiir/volume08issue05-08	2026	10.37547/tajiir/volume08issue05-08	Formal Modeling and Analysis of Data Flow in API-Integrated Systems Using the Petri Net Model	The American Journal of Interdisciplinary Innovations and Research	journal-article
99	10.1002/9781119262114.ch10	2016	10.1002/9781119262114.ch10	Semantics, Properties and Evolution Rules of an SPN	Systems Dependability Assessment	other
100	10.5772/7499	2010	10.5772/7499	GPenSIM: A New Petri Net Simulator	Petri Nets Applications	book-chapter
