rank	source_id	year	doi	title	venue	type
89	10.2139/ssrn.5929626	2025	10.2139/ssrn.5929626	Branch pruning alignment using small form factor monocular time-of-flight sensors		posted-content
90	10.1109/synasc49474.2019.00009	2019	10.1109/synasc49474.2019.00009	On the Nature of Symbolic Execution	2019 21st International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC)	proceedings-article
91	10.1017/9781108974073.009	2021	10.1017/9781108974073.009	Branch Coverage	Essentials of Software Testing	book-chapter
92	10.2139/ssrn.6505413	2026	10.2139/ssrn.6505413	Worst-Projection-Gap Guided Pruning for Long-Tail Visual Token Coverage		posted-content
93	10.1109/fmcad.2014.6987585	2014	10.1109/fmcad.2014.6987585	Efficient symbolic execution for software testing	2014 Formal Methods in Computer-Aided Design (FMCAD)	proceedings-article
94	10.1109/icste.2010.5608866	2010	10.1109/icste.2010.5608866	ParSym: Parallel symbolic execution	2010 2nd International Conference on Software Technology and Engineering	proceedings-article
95	10.56831/psen-05-168	2024	10.56831/psen-05-168	Triadic Synergy: Leveraging Formal Methods, Symbolic Execution, and Machine Learning for Advanced Halting Analysis	PriMera Scientific Engineering	journal-article
96	10.1109/iwast.2012.6228982	2012	10.1109/iwast.2012.6228982	All-values symbolic execution	2012 7th International Workshop on Automation of Software Test (AST)	proceedings-article
97	10.1145/3264317	2013	10.1145/3264317	Session details: Symbolic execution	ACM SIGPLAN Notices	journal-article
98	10.1006/jsco.2002.0541	2002	10.1006/jsco.2002.0541	Modular Termination Proofs for Rewriting Using Dependency Pairs	Journal of Symbolic Computation	journal-article
99	10.1016/s0747-7171(02)00129-3	2003	10.1016/s0747-7171(02)00129-3	The term orderings which are compatible with composition II	Journal of Symbolic Computation	journal-article
100	10.2139/ssrn.2210539	1986	10.2139/ssrn.2210539	A Branch Too Far: Pruning the Abstention Doctrine	SSRN Electronic Journal	journal-article
